_ConceptURI;_ConceptType;_ConceptPT;_ConceptPT (@REF_LN);_Definition
http://ec.europa.eu/esco/skill/14937;SK;Strength calculations;Strength calculations [@en];
http://ec.europa.eu/esco/skill/17255;SK;Stretching (open-end spinning);Stretching (open-end spinning) [@en];
http://ec.europa.eu/esco/skill/17249;SK;Stretching (ring spinning);Stretching (ring spinning) [@en];
http://ec.europa.eu/esco/skill/16831;SK;Striking-plate lock technology;Striking-plate lock technology [@en];
http://ec.europa.eu/esco/skill/23314;SK;String instrument (teaching);String instrument (teaching) [@en];
http://ec.europa.eu/esco/skill/23761;SK;String instruments (manufacture);String instruments (manufacture) [@en];
http://ec.europa.eu/esco/skill/23779;SK;Strip rolling;Strip rolling [@en];
http://ec.europa.eu/esco/skill/16804;SK;Structural design (teaching);Structural design (teaching) [@en];
http://ec.europa.eu/esco/skill/17571;SK;Structural repairs (aircraft);Structural repairs (aircraft) [@en];
http://ec.europa.eu/esco/skill/16623;SK;Stucco work;Stucco work [@en];
http://ec.europa.eu/esco/skill/14316;SK;Student activities;Student activities [@en];
http://ec.europa.eu/esco/skill/15707;SK;Studies and careers guidance;Studies and careers guidance [@en];
http://ec.europa.eu/esco/skill/21597;SK;Studio camera;Studio camera [@en];
http://ec.europa.eu/esco/skill/22265;SK;Studio hostess (professional experience);Studio hostess (professional experience) [@en];
http://ec.europa.eu/esco/skill/21286;SK;Studio management;Studio management [@en];
http://ec.europa.eu/esco/skill/22314;SK;Study and career guidance (teaching);Study and career guidance (teaching) [@en];
http://ec.europa.eu/esco/skill/15928;SK;Study guidance;Study guidance [@en];
http://ec.europa.eu/esco/skill/16025;SK;Study of dancing;Study of dancing [@en];
http://ec.europa.eu/esco/skill/18257;SK;Stunt work;Stunt work [@en];
http://ec.europa.eu/esco/skill/18309;SK;Styling;Styling [@en];
http://ec.europa.eu/esco/skill/18089;SK;Sub-ceiling fitting;Sub-ceiling fitting [@en];
http://ec.europa.eu/esco/skill/20817;SK;Sub-editing;Sub-editing [@en];
http://ec.europa.eu/esco/skill/21772;SK;Submerged arc welding;Submerged arc welding [@en];
http://ec.europa.eu/esco/skill/18974;SK;Suede leather grinding;Suede leather grinding [@en];
http://ec.europa.eu/esco/skill/21045;SK;Sugar beet growing;Sugar beet growing [@en];
http://ec.europa.eu/esco/skill/20721;SK;Sun-protection glass (fitting);Sun-protection glass (fitting) [@en];
http://ec.europa.eu/esco/skill/14639;SK;Supervising;Supervising [@en];
http://ec.europa.eu/esco/skill/22062;SK;Supervision of electric power plants;Supervision of electric power plants [@en];
http://ec.europa.eu/esco/skill/22690;SK;Supervision of medicinal products;Supervision of medicinal products [@en];
http://ec.europa.eu/esco/skill/370843;SK;Support  change;Support  change [@en];
http://ec.europa.eu/esco/skill/369486;SK;Support colleagues;Support colleagues [@en];
http://ec.europa.eu/esco/skill/369353;SK;Support company mission;Support company mission [@en];
http://ec.europa.eu/esco/skill/368702;SK;Support company plan;Support company plan [@en];
http://ec.europa.eu/esco/skill/368624;SK;Support gender equality;Support gender equality [@en];
http://ec.europa.eu/esco/skill/18708;SK;Support therapy;Support therapy [@en];
http://ec.europa.eu/esco/skill/20462;SK;Surface and colloid chemistry;Surface and colloid chemistry [@en];
http://ec.europa.eu/esco/skill/22644;SK;Surface blasting;Surface blasting [@en];
http://ec.europa.eu/esco/skill/21295;SK;Surface coating;Surface coating [@en];
http://ec.europa.eu/esco/skill/16821;SK;Surface grinding;Surface grinding [@en];
http://ec.europa.eu/esco/skill/16462;SK;Surface mounting;Surface mounting [@en];
http://ec.europa.eu/esco/skill/16196;SK;Surgery;Surgery [@en];
http://ec.europa.eu/esco/skill/15044;SK;Surgery (medical-technical engineering);Surgery (medical-technical engineering) [@en];
http://ec.europa.eu/esco/skill/23478;SK;Surgery (teaching);Surgery (teaching) [@en];
http://ec.europa.eu/esco/skill/19514;SK;Surgical assistance;Surgical assistance [@en];
http://ec.europa.eu/esco/skill/15224;SK;Surgical nursing;Surgical nursing [@en];
http://ec.europa.eu/esco/skill/17611;SK;Surveying;Surveying [@en];
http://ec.europa.eu/esco/skill/19591;SK;Survey of eating habits;Survey of eating habits [@en];
http://ec.europa.eu/esco/skill/19601;SK;Survey of nutritional status;Survey of nutritional status [@en];
http://ec.europa.eu/esco/skill/17560;SK;Sushi preparation;Sushi preparation [@en];
http://ec.europa.eu/esco/skill/15823;SK;Suspended access cradles operating;Suspended access cradles operating [@en];
http://ec.europa.eu/esco/skill/23222;SK;Suzuki method;Suzuki method [@en];
http://ec.europa.eu/esco/skill/18687;SK;Swaps (finance);Swaps (finance) [@en];
http://ec.europa.eu/esco/skill/17287;SK;Swedish language teaching;Swedish language teaching [@en];
http://ec.europa.eu/esco/skill/20494;SK;Swimming (sport);Swimming (sport) [@en];
http://ec.europa.eu/esco/skill/14265;SK;Swimming (training/coaching);Swimming (training/coaching) [@en];
http://ec.europa.eu/esco/skill/15268;SK;Swimming baths (caretaking);Swimming baths (caretaking) [@en];
http://ec.europa.eu/esco/skill/17654;SK;Switches (installation and maintenance);Switches (installation and maintenance) [@en];
http://ec.europa.eu/esco/skill/14603;SK;Sybase (database administration);Sybase (database administration) [@en];
http://ec.europa.eu/esco/skill/22484;SK;Sybase PowerBuilder;Sybase PowerBuilder [@en];
http://ec.europa.eu/esco/skill/17644;SK;Sybase programming;Sybase programming [@en];
http://ec.europa.eu/esco/skill/23193;SK;Symantec Visual Page;Symantec Visual Page [@en];
http://ec.europa.eu/esco/skill/18327;SK;Symbian;Symbian [@en];
http://ec.europa.eu/esco/skill/14548;SK;Symbolic drama;Symbolic drama [@en];
http://ec.europa.eu/esco/skill/18959;SK;Synchronous Optical Networking (SONET);Synchronous Optical Networking (SONET) [@en];
http://ec.europa.eu/esco/skill/18630;SK;Synon operating system;Synon operating system [@en];
http://ec.europa.eu/esco/skill/17214;SK;Synthesizer (teaching);Synthesizer (teaching) [@en];
http://ec.europa.eu/esco/skill/18543;SK;Synthesizer playing;Synthesizer playing [@en];
http://ec.europa.eu/esco/skill/20543;SK;System administration (teaching);System administration (teaching) [@en];
http://ec.europa.eu/esco/skill/14490;SK;System architecture (teaching);System architecture (teaching) [@en];
http://ec.europa.eu/esco/skill/20465;SK;System construction (teaching);System construction (teaching) [@en];
http://ec.europa.eu/esco/skill/18922;SK;System description;System description [@en];
http://ec.europa.eu/esco/skill/20479;SK;System design (teaching);System design (teaching) [@en];
http://ec.europa.eu/esco/skill/20207;SK;System development (macintosh computers);System development (macintosh computers) [@en];
http://ec.europa.eu/esco/skill/20201;SK;System development (mainframe computers);System development (mainframe computers) [@en];
http://ec.europa.eu/esco/skill/20225;SK;System development (PCs);System development (PCs) [@en];
http://ec.europa.eu/esco/skill/19543;SK;System development (teaching);System development (teaching) [@en];
http://ec.europa.eu/esco/skill/16673;SK;System formwork erection;System formwork erection [@en];
http://ec.europa.eu/esco/skill/14562;SK;Systems administration;Systems administration [@en];
http://ec.europa.eu/esco/skill/14566;SK;Systems analysis;Systems analysis [@en];
http://ec.europa.eu/esco/skill/20799;SK;Systems design;Systems design [@en];
http://ec.europa.eu/esco/skill/14398;SK;Systems development;Systems development [@en];
http://ec.europa.eu/esco/skill/17523;SK;Systems integration;Systems integration [@en];
http://ec.europa.eu/esco/skill/14513;SK;Systems investigation;Systems investigation [@en];
http://ec.europa.eu/esco/skill/17337;SK;Systems Network Architecture (SNA);Systems Network Architecture (SNA) [@en];
http://ec.europa.eu/esco/skill/16269;SK;Systems technology (teaching);Systems technology (teaching) [@en];
http://ec.europa.eu/esco/skill/15626;SK;Systems theory and computer communications (teaching);Systems theory and computer communications (teaching) [@en];
http://ec.europa.eu/esco/skill/22259;SK;System testing;System testing [@en];
http://ec.europa.eu/esco/skill/20339;SK;Table tennis (teaching/coaching);Table tennis (teaching/coaching) [@en];
http://ec.europa.eu/esco/skill/17379;SK;Table waiting;Table waiting [@en];
http://ec.europa.eu/esco/skill/20000;SK;Tactical service (military);Tactical service (military) [@en];
http://ec.europa.eu/esco/skill/14467;SK;Taekwondo (training/coaching);Taekwondo (training/coaching) [@en];
http://ec.europa.eu/esco/skill/22407;SK;Tailoring;Tailoring [@en];
http://ec.europa.eu/esco/skill/16934;SK;Tailoring (men's clothes);Tailoring (men's clothes) [@en];
http://ec.europa.eu/esco/skill/16819;SK;Tailoring (women's clothes);Tailoring (women's clothes) [@en];
http://ec.europa.eu/esco/skill/368185;SG;Take action to solve the problem;Take action to solve the problem [@en];
http://ec.europa.eu/esco/skill/371774;SK;Take precautions;Take precautions [@en];
http://ec.europa.eu/esco/skill/21978;SK;Talking-book editing;Talking-book editing [@en];
http://ec.europa.eu/esco/skill/21850;SK;Talking-newspaper editing;Talking-newspaper editing [@en];
http://ec.europa.eu/esco/skill/18533;SK;Tank cleaning;Tank cleaning [@en];
http://ec.europa.eu/esco/skill/18874;SK;Tanker;Tanker [@en];
http://ec.europa.eu/esco/skill/21268;SK;Tank repairing;Tank repairing [@en];
http://ec.europa.eu/esco/skill/17306;SK;Tank transport;Tank transport [@en];
http://ec.europa.eu/esco/skill/17820;SK;Tap dancing;Tap dancing [@en];
http://ec.europa.eu/esco/skill/14574;SK;Tap dancing (teaching);Tap dancing (teaching) [@en];
http://ec.europa.eu/esco/skill/19084;SK;Tapestry;Tapestry [@en];
http://ec.europa.eu/esco/skill/15383;SK;Tattooing;Tattooing [@en];
http://ec.europa.eu/esco/skill/23665;SK;Taxes and tariffs;Taxes and tariffs [@en];
http://ec.europa.eu/esco/skill/23737;SK;Taxes and tariffs (staff administration);Taxes and tariffs (staff administration) [@en];
http://ec.europa.eu/esco/skill/18196;SK;Taxi driving;Taxi driving [@en];
http://ec.europa.eu/esco/skill/22807;SK;Tax investigation;Tax investigation [@en];
http://ec.europa.eu/esco/skill/14402;SK;Tax law;Tax law [@en];
http://ec.europa.eu/esco/skill/22196;SK;Tax law (teaching);Tax law (teaching) [@en];
http://ec.europa.eu/esco/skill/15429;SK;Tcl/Tk;Tcl/Tk [@en];
http://ec.europa.eu/esco/skill/15407;SK;TCP/IP;TCP/IP [@en];
http://ec.europa.eu/esco/skill/16731;SK;Teaching (nature school);Teaching (nature school) [@en];
http://ec.europa.eu/esco/skill/20662;SK;Teaching a second language;Teaching a second language [@en];
http://ec.europa.eu/esco/skill/15893;SK;Team cleaning;Team cleaning [@en];
http://ec.europa.eu/esco/skill/23659;SK;Technical documentation;Technical documentation [@en];
http://ec.europa.eu/esco/skill/14735;SK;Technical drawing;Technical drawing [@en];
http://ec.europa.eu/esco/skill/23639;SK;Technical eyesight training;Technical eyesight training [@en];
http://ec.europa.eu/esco/skill/15924;SK;Technical guidance;Technical guidance [@en];
http://ec.europa.eu/esco/skill/18839;SK;Technical maintenance (buildings);Technical maintenance (buildings) [@en];
http://ec.europa.eu/esco/skill/20875;SK;Technical physics;Technical physics [@en];
http://ec.europa.eu/esco/skill/15994;SK;Technical sales;Technical sales [@en];
http://ec.europa.eu/esco/skill/22557;SK;Technical service (air force);Technical service (air force) [@en];
http://ec.europa.eu/esco/skill/22724;SK;Technical service (navy);Technical service (navy) [@en];
http://ec.europa.eu/esco/skill/23649;SK;Technical terminology;Technical terminology [@en];
http://ec.europa.eu/esco/skill/18100;SK;Technology (teaching);Technology (teaching) [@en];
http://ec.europa.eu/esco/skill/15402;SK;Techotel hotel reservations system;Techotel hotel reservations system [@en];
http://ec.europa.eu/esco/skill/23846;SK;Telecommunications;Telecommunications [@en];
http://ec.europa.eu/esco/skill/16062;SK;Telecommunications (teaching);Telecommunications (teaching) [@en];
http://ec.europa.eu/esco/skill/23796;SK;Telecommunications technology;Telecommunications technology [@en];
http://ec.europa.eu/esco/skill/23753;SK;Telecommunications transmission;Telecommunications transmission [@en];
http://ec.europa.eu/esco/skill/15926;SK;Telecommunication technology (sales);Telecommunication technology (sales) [@en];
http://ec.europa.eu/esco/skill/22104;SK;Telecommuting;Telecommuting [@en];
http://ec.europa.eu/esco/skill/19197;SK;Telephone interviewing;Telephone interviewing [@en];
http://ec.europa.eu/esco/skill/23836;SK;Telephone switchboard;Telephone switchboard [@en];
http://ec.europa.eu/esco/skill/15124;SK;Telephone switching (domestic);Telephone switching (domestic) [@en];
http://ec.europa.eu/esco/skill/15108;SK;Telephone switching (international);Telephone switching (international) [@en];
http://ec.europa.eu/esco/skill/16583;SK;Telescopic sight fitting;Telescopic sight fitting [@en];
http://ec.europa.eu/esco/skill/16687;SK;Telescopic truck;Telescopic truck [@en];
http://ec.europa.eu/esco/skill/23815;SK;Telex;Telex [@en];
http://ec.europa.eu/esco/skill/20020;SK;Tempering;Tempering [@en];
http://ec.europa.eu/esco/skill/14511;SK;Tennis (teaching/coaching);Tennis (teaching/coaching) [@en];
http://ec.europa.eu/esco/skill/20579;SK;Tennis playing;Tennis playing [@en];
http://ec.europa.eu/esco/skill/22879;SK;Tenor horn (teaching);Tenor horn (teaching) [@en];
http://ec.europa.eu/esco/skill/18910;SK;Tenor horn playing;Tenor horn playing [@en];
http://ec.europa.eu/esco/skill/23075;SK;Tenor saxophone playing;Tenor saxophone playing [@en];
http://ec.europa.eu/esco/skill/23351;SK;Tenor voice;Tenor voice [@en];
http://ec.europa.eu/esco/skill/15132;SK;Tension joint blasting;Tension joint blasting [@en];
http://ec.europa.eu/esco/skill/19353;SK;Terminal server monitoring;Terminal server monitoring [@en];
http://ec.europa.eu/esco/skill/19188;SK;Terminal servers (installation and maintenance);Terminal servers (installation and maintenance) [@en];
http://ec.europa.eu/esco/skill/23920;SK;Terminal work (cargo terminal);Terminal work (cargo terminal) [@en];
http://ec.europa.eu/esco/skill/16655;SK;Terrazzo-laying;Terrazzo-laying [@en];
http://ec.europa.eu/esco/skill/19793;SK;Test management (data systems);Test management (data systems) [@en];
http://ec.europa.eu/esco/skill/18031;SK;Test management (electronics);Test management (electronics) [@en];
http://ec.europa.eu/esco/skill/22575;SK;Text analysis;Text analysis [@en];
http://ec.europa.eu/esco/skill/21240;SK;Text editing;Text editing [@en];
http://ec.europa.eu/esco/skill/22553;SK;Textile bleaching;Textile bleaching [@en];
http://ec.europa.eu/esco/skill/21885;SK;Textile chemistry;Textile chemistry [@en];
http://ec.europa.eu/esco/skill/18225;SK;Textile design;Textile design [@en];
http://ec.europa.eu/esco/skill/22602;SK;Textile dyeing;Textile dyeing [@en];
http://ec.europa.eu/esco/skill/20774;SK;Textile handicraft (teaching);Textile handicraft (teaching) [@en];
http://ec.europa.eu/esco/skill/22134;SK;Textile printing;Textile printing [@en];
http://ec.europa.eu/esco/skill/19091;SK;Textiles;Textiles [@en];
http://ec.europa.eu/esco/skill/15115;SK;Textile technology;Textile technology [@en];
http://ec.europa.eu/esco/skill/16962;SK;Textile technology engineering;Textile technology engineering [@en];
http://ec.europa.eu/esco/skill/21865;SK;Textile technology sales;Textile technology sales [@en];
http://ec.europa.eu/esco/skill/20848;SK;Textile work (teaching);Textile work (teaching) [@en];
http://ec.europa.eu/esco/skill/17423;SK;Text processing;Text processing [@en];
http://ec.europa.eu/esco/skill/15322;SK;Text setting;Text setting [@en];
http://ec.europa.eu/esco/skill/22594;SK;Text telephone;Text telephone [@en];
http://ec.europa.eu/esco/skill/22268;SK;Texturising;Texturising [@en];
http://ec.europa.eu/esco/skill/22128;SK;Thai cuisine;Thai cuisine [@en];
http://ec.europa.eu/esco/skill/17639;SK;Theatre (providing training);Theatre (providing training) [@en];
http://ec.europa.eu/esco/skill/16243;SK;Theatre engineering;Theatre engineering [@en];
http://ec.europa.eu/esco/skill/21759;SK;Theatre nursing;Theatre nursing [@en];
http://ec.europa.eu/esco/skill/21863;SK;Theatre prompting;Theatre prompting [@en];
http://ec.europa.eu/esco/skill/18209;SK;Theatre stage management;Theatre stage management [@en];
http://ec.europa.eu/esco/skill/15411;SK;Theatre studies;Theatre studies [@en];
http://ec.europa.eu/esco/skill/21674;SK;Theatre studies (teaching);Theatre studies (teaching) [@en];
http://ec.europa.eu/esco/skill/19394;SK;Theatre wardrobe tailoring;Theatre wardrobe tailoring [@en];
http://ec.europa.eu/esco/skill/19086;SK;Theatrical masks;Theatrical masks [@en];
http://ec.europa.eu/esco/skill/23345;SK;Theoretical philosophy;Theoretical philosophy [@en];
http://ec.europa.eu/esco/skill/21495;SK;Theoretical philosophy (teaching);Theoretical philosophy (teaching) [@en];
http://ec.europa.eu/esco/skill/22450;SK;Theory of organisation (teaching);Theory of organisation (teaching) [@en];
http://ec.europa.eu/esco/skill/23901;SK;Thermal coating;Thermal coating [@en];
http://ec.europa.eu/esco/skill/23883;SK;Thermal emission measurement;Thermal emission measurement [@en];
http://ec.europa.eu/esco/skill/16419;SK;Thermodynamics;Thermodynamics [@en];
http://ec.europa.eu/esco/skill/23871;SK;Thermomechanics;Thermomechanics [@en];
http://ec.europa.eu/esco/skill/23866;SK;Thermoplastics;Thermoplastics [@en];
http://ec.europa.eu/esco/skill/17677;SK;Thermosetting resins;Thermosetting resins [@en];
http://ec.europa.eu/esco/skill/14434;SG;Thinking skills and competences;Thinking skills and competences [@en];
http://ec.europa.eu/esco/skill/19305;SK;Thin layer cromatography (TLC);Thin layer cromatography (TLC) [@en];
http://ec.europa.eu/esco/skill/17152;SK;Thin plate work;Thin plate work [@en];
http://ec.europa.eu/esco/skill/22461;SK;Thin-walled pipe welding;Thin-walled pipe welding [@en];
http://ec.europa.eu/esco/skill/15841;SK;Thoracic surgery;Thoracic surgery [@en];
http://ec.europa.eu/esco/skill/22786;SK;Thread milling;Thread milling [@en];
http://ec.europa.eu/esco/skill/22066;SK;TIBCO BusinessConnect;TIBCO BusinessConnect [@en];
http://ec.europa.eu/esco/skill/16019;SK;TIBCO BusinessWorks ProcessMonitor;TIBCO BusinessWorks ProcessMonitor [@en];
http://ec.europa.eu/esco/skill/15450;SK;TIBCO Spotfire;TIBCO Spotfire [@en];
http://ec.europa.eu/esco/skill/22173;SK;Ticket sale;Ticket sale [@en];
http://ec.europa.eu/esco/skill/14906;SK;Tightrope walking;Tightrope walking [@en];
http://ec.europa.eu/esco/skill/22464;SK;Tiled stoves (building experience);Tiled stoves (building experience) [@en];
http://ec.europa.eu/esco/skill/18588;SK;Tiles and clinkers;Tiles and clinkers [@en];
http://ec.europa.eu/esco/skill/18570;SK;Tiles and clinkers setting;Tiles and clinkers setting [@en];
http://ec.europa.eu/esco/skill/17572;SK;Tiling;Tiling [@en];
http://ec.europa.eu/esco/skill/16626;SK;Timber marking;Timber marking [@en];
http://ec.europa.eu/esco/skill/16988;SK;Timber structures;Timber structures [@en];
http://ec.europa.eu/esco/skill/22184;SK;Time series analysis;Time series analysis [@en];
http://ec.europa.eu/esco/skill/21271;SK;Tin-plating;Tin-plating [@en];
http://ec.europa.eu/esco/skill/15443;SK;Tin soldering;Tin soldering [@en];
http://ec.europa.eu/esco/skill/20523;SK;Tipper driving;Tipper driving [@en];
http://ec.europa.eu/esco/skill/20206;SK;TIR inspection (road traffic);TIR inspection (road traffic) [@en];
http://ec.europa.eu/esco/skill/21970;SK;Titanium (aircraft engineering);Titanium (aircraft engineering) [@en];
http://ec.europa.eu/esco/skill/20476;SK;Titanium (dentistry);Titanium (dentistry) [@en];
http://ec.europa.eu/esco/skill/21990;SK;Titanium welding;Titanium welding [@en];
http://ec.europa.eu/esco/skill/19926;SK;Titrimetry;Titrimetry [@en];
http://ec.europa.eu/esco/skill/20186;SK;Tobacco products;Tobacco products [@en];
http://ec.europa.eu/esco/skill/17305;SK;Toddler group;Toddler group [@en];
http://ec.europa.eu/esco/skill/15716;SK;Token collection;Token collection [@en];
http://ec.europa.eu/esco/skill/22507;SK;Token ring network (vulnerability analysis);Token ring network (vulnerability analysis) [@en];
http://ec.europa.eu/esco/skill/20002;SK;Token ring network administration;Token ring network administration [@en];
http://ec.europa.eu/esco/skill/20783;SK;Tonnage surveying;Tonnage surveying [@en];
http://ec.europa.eu/esco/skill/16299;SK;Tool changes (industry robot);Tool changes (industry robot) [@en];
http://ec.europa.eu/esco/skill/19918;SK;Tool design;Tool design [@en];
http://ec.europa.eu/esco/skill/19838;SK;Tool engineering;Tool engineering [@en];
http://ec.europa.eu/esco/skill/19850;SK;Tool forging;Tool forging [@en];
http://ec.europa.eu/esco/skill/19860;SK;Tool grinding;Tool grinding [@en];
http://ec.europa.eu/esco/skill/18824;SK;Tool manufacture;Tool manufacture [@en];
http://ec.europa.eu/esco/skill/19856;SK;Tools;Tools [@en];
http://ec.europa.eu/esco/skill/16544;SK;Top-level sports (leadership);Top-level sports (leadership) [@en];
http://ec.europa.eu/esco/skill/20555;SK;Total Productive Maintenance (TPM);Total Productive Maintenance (TPM) [@en];
http://ec.europa.eu/esco/skill/20750;SK;Total Quality Control (TQR);Total Quality Control (TQR) [@en];
http://ec.europa.eu/esco/skill/20755;SK;Total Quality Management (TQM);Total Quality Management (TQM) [@en];
http://ec.europa.eu/esco/skill/20270;SK;Total station;Total station [@en];
http://ec.europa.eu/esco/skill/16239;SK;Tour engineering;Tour engineering [@en];
http://ec.europa.eu/esco/skill/18642;SK;Tourism (teaching);Tourism (teaching) [@en];
http://ec.europa.eu/esco/skill/15767;SK;Tourism and conference services;Tourism and conference services [@en];
http://ec.europa.eu/esco/skill/18921;SK;Tourist bus driving;Tourist bus driving [@en];
http://ec.europa.eu/esco/skill/19865;SK;Tourist guiding;Tourist guiding [@en];
http://ec.europa.eu/esco/skill/22916;SK;Tourist guiding (bus travels);Tourist guiding (bus travels) [@en];
http://ec.europa.eu/esco/skill/23722;SK;Tour planning;Tour planning [@en];
http://ec.europa.eu/esco/skill/19075;SK;Tower crane;Tower crane [@en];
http://ec.europa.eu/esco/skill/20609;SK;Towing service;Towing service [@en];
http://ec.europa.eu/esco/skill/16470;SK;Town archaeology;Town archaeology [@en];
http://ec.europa.eu/esco/skill/19717;SK;Toxicology;Toxicology [@en];
http://ec.europa.eu/esco/skill/22412;SK;Toxicology (teaching);Toxicology (teaching) [@en];
http://ec.europa.eu/esco/skill/14928;SK;Toys;Toys [@en];
http://ec.europa.eu/esco/skill/23452;SK;Track inspection;Track inspection [@en];
http://ec.europa.eu/esco/skill/17300;SK;Track inspection (railway);Track inspection (railway) [@en];
http://ec.europa.eu/esco/skill/16937;SK;Track surveillence;Track surveillence [@en];
http://ec.europa.eu/esco/skill/15319;SK;TrackWise EQMS;TrackWise EQMS [@en];
http://ec.europa.eu/esco/skill/23893;SK;Tractor driving;Tractor driving [@en];
http://ec.europa.eu/esco/skill/15245;SK;Trade mark development;Trade mark development [@en];
http://ec.europa.eu/esco/skill/16807;SK;Trademark law;Trademark law [@en];
http://ec.europa.eu/esco/skill/14610;SK;Trade union organising;Trade union organising [@en];
http://ec.europa.eu/esco/skill/23914;SK;Trading in futures;Trading in futures [@en];
http://ec.europa.eu/esco/skill/18989;SK;Traditional cuisine;Traditional cuisine [@en];
http://ec.europa.eu/esco/skill/18409;SK;Traffic and communications;Traffic and communications [@en];
http://ec.europa.eu/esco/skill/23785;SK;Traffic engineering;Traffic engineering [@en];
http://ec.europa.eu/esco/skill/23802;SK;Traffic safety regulations;Traffic safety regulations [@en];
http://ec.europa.eu/esco/skill/17531;SK;Traffic supervision;Traffic supervision [@en];
http://ec.europa.eu/esco/skill/20127;SK;Trailer driving;Trailer driving [@en];
http://ec.europa.eu/esco/skill/23941;SK;Trailer production;Trailer production [@en];
http://ec.europa.eu/esco/skill/20384;SK;Trail riding;Trail riding [@en];
http://ec.europa.eu/esco/skill/18328;SK;Train dispatching;Train dispatching [@en];
http://ec.europa.eu/esco/skill/22545;SK;Training;Training [@en];
http://ec.europa.eu/esco/skill/16380;SK;Tram driving;Tram driving [@en];
http://ec.europa.eu/esco/skill/15130;SK;Tram repairing;Tram repairing [@en];
http://ec.europa.eu/esco/skill/16603;SK;Transfers (staff);Transfers (staff) [@en];
http://ec.europa.eu/esco/skill/17167;SK;Transfer tools (manufacturing);Transfer tools (manufacturing) [@en];
http://ec.europa.eu/esco/skill/15813;SK;Transfusion medicine;Transfusion medicine [@en];
http://ec.europa.eu/esco/skill/22383;SK;Transfusion medicine (teaching);Transfusion medicine (teaching) [@en];
http://ec.europa.eu/esco/skill/15961;SK;Translating;Translating [@en];
http://ec.europa.eu/esco/skill/22806;SK;Translations;Translations [@en];
http://ec.europa.eu/esco/skill/23148;SK;Transport (teaching);Transport (teaching) [@en];
http://ec.europa.eu/esco/skill/23556;SK;Transport economy;Transport economy [@en];
http://ec.europa.eu/esco/skill/23504;SK;Transport engineering;Transport engineering [@en];
http://ec.europa.eu/esco/skill/23508;SK;Transport law;Transport law [@en];
http://ec.europa.eu/esco/skill/18261;SK;Transport management (passenger traffic);Transport management (passenger traffic) [@en];
http://ec.europa.eu/esco/skill/18280;SK;Transport management (railway traffic);Transport management (railway traffic) [@en];
http://ec.europa.eu/esco/skill/18264;SK;Transport management (road transport);Transport management (road transport) [@en];
http://ec.europa.eu/esco/skill/18243;SK;Transport management (shipping);Transport management (shipping) [@en];
http://ec.europa.eu/esco/skill/20704;SK;Transport of valuables;Transport of valuables [@en];
http://ec.europa.eu/esco/skill/23913;SK;Transport planning;Transport planning [@en];
http://ec.europa.eu/esco/skill/14888;SG;Transport services;Transport services [@en];
http://ec.europa.eu/esco/skill/15520;SK;Transport services;Transport services [@en];
http://ec.europa.eu/esco/skill/18557;SG;Transversal skills/competences;Transversal skills/competences [@en];
http://ec.europa.eu/esco/skill/15764;SK;Transverse flute (teaching);Transverse flute (teaching) [@en];
http://ec.europa.eu/esco/skill/21069;SK;Transverse flute playing;Transverse flute playing [@en];
http://ec.europa.eu/esco/skill/23273;SK;Travel agency management;Travel agency management [@en];
http://ec.europa.eu/esco/skill/22004;SK;Trawling;Trawling [@en];
http://ec.europa.eu/esco/skill/17746;SK;Treasury discount notes;Treasury discount notes [@en];
http://ec.europa.eu/esco/skill/20131;SK;Treatment and education of autistics;Treatment and education of autistics [@en];
http://ec.europa.eu/esco/skill/22898;SK;Treatment of allergies;Treatment of allergies [@en];
http://ec.europa.eu/esco/skill/19857;SK;Treatment of torture victims;Treatment of torture victims [@en];
http://ec.europa.eu/esco/skill/22149;SK;Treatment of wood surfaces;Treatment of wood surfaces [@en];
http://ec.europa.eu/esco/skill/19623;SK;Treatment of wounds and ulcers;Treatment of wounds and ulcers [@en];
http://ec.europa.eu/esco/skill/368445;SK;Treat people fairly;Treat people fairly [@en];
http://ec.europa.eu/esco/skill/21450;SK;Tree-felling;Tree-felling [@en];
http://ec.europa.eu/esco/skill/23065;SK;Tree pruning;Tree pruning [@en];
http://ec.europa.eu/esco/skill/16700;SK;Tree trimming;Tree trimming [@en];
http://ec.europa.eu/esco/skill/14305;SK;Triathlon (training/coaching);Triathlon (training/coaching) [@en];
http://ec.europa.eu/esco/skill/18015;SK;Trick cycling;Trick cycling [@en];
http://ec.europa.eu/esco/skill/23673;SK;Trinkets and accessories;Trinkets and accessories [@en];
http://ec.europa.eu/esco/skill/15060;SK;Trolley collection;Trolley collection [@en];
http://ec.europa.eu/esco/skill/15719;SK;Trombone (teaching);Trombone (teaching) [@en];
http://ec.europa.eu/esco/skill/19054;SK;Trombone playing;Trombone playing [@en];
http://ec.europa.eu/esco/skill/21937;SK;Tropical medicine;Tropical medicine [@en];
http://ec.europa.eu/esco/skill/16332;SK;Trotting;Trotting [@en];
http://ec.europa.eu/esco/skill/16327;SK;Trotting (training/coaching);Trotting (training/coaching) [@en];
http://ec.europa.eu/esco/skill/371824;SK;Troubleshoot;Troubleshoot [@en];
http://ec.europa.eu/esco/skill/14784;SK;TrueSpace;TrueSpace [@en];
http://ec.europa.eu/esco/skill/15942;SK;Trumpet (teaching);Trumpet (teaching) [@en];
http://ec.europa.eu/esco/skill/21182;SK;Trumpet playing;Trumpet playing [@en];
